Drug,Predicted_Score,Average_Rating,Review_Count,Disease
etonogestrel,311.9633,No ratings,0,"insomnia, stimulant-associated"
varenicline,276.5686,No ratings,0,"insomnia, stimulant-associated"
suprep bowel prep kit,253.70613,No ratings,0,"insomnia, stimulant-associated"
isotretinoin,217.98904,No ratings,0,"insomnia, stimulant-associated"
mirena,214.8314,No ratings,0,"insomnia, stimulant-associated"
implanon,207.84802,No ratings,0,"insomnia, stimulant-associated"
levonorgestrel,192.08865,No ratings,0,"insomnia, stimulant-associated"
ethinyl estradiol / levonorgestrel,183.5971,No ratings,0,"insomnia, stimulant-associated"
chantix,182.57735,No ratings,0,"insomnia, stimulant-associated"
ethinyl estradiol / norethindrone,180.56242,No ratings,0,"insomnia, stimulant-associated"
etonogestrel,314.476,No ratings,0,bacterial endocarditis prevention
varenicline,279.0813,No ratings,0,bacterial endocarditis prevention
suprep bowel prep kit,256.2188,No ratings,0,bacterial endocarditis prevention
isotretinoin,220.50177,No ratings,0,bacterial endocarditis prevention
mirena,217.34413,No ratings,0,bacterial endocarditis prevention
implanon,210.36073,No ratings,0,bacterial endocarditis prevention
levonorgestrel,194.60138,No ratings,0,bacterial endocarditis prevention
ethinyl estradiol / levonorgestrel,186.10985,No ratings,0,bacterial endocarditis prevention
chantix,185.09007,No ratings,0,bacterial endocarditis prevention
ethinyl estradiol / norethindrone,183.07516,No ratings,0,bacterial endocarditis prevention
etonogestrel,350.71912,No ratings,0,eyelash hypotrichosis
varenicline,315.3244,No ratings,0,eyelash hypotrichosis
suprep bowel prep kit,292.4619,No ratings,0,eyelash hypotrichosis
isotretinoin,256.74484,No ratings,0,eyelash hypotrichosis
mirena,253.5872,No ratings,0,eyelash hypotrichosis
implanon,246.60384,No ratings,0,eyelash hypotrichosis
levonorgestrel,230.84447,No ratings,0,eyelash hypotrichosis
ethinyl estradiol / levonorgestrel,222.35292,No ratings,0,eyelash hypotrichosis
chantix,221.33316,No ratings,0,eyelash hypotrichosis
ethinyl estradiol / norethindrone,219.31824,No ratings,0,eyelash hypotrichosis
etonogestrel,258.87903,No ratings,0,21</span> users found this comment helpful.
varenicline,223.48434,No ratings,0,21</span> users found this comment helpful.
suprep bowel prep kit,200.62187,No ratings,0,21</span> users found this comment helpful.
isotretinoin,164.90483,No ratings,0,21</span> users found this comment helpful.
mirena,161.74715,No ratings,0,21</span> users found this comment helpful.
implanon,154.76378,No ratings,0,21</span> users found this comment helpful.
levonorgestrel,139.00441,No ratings,0,21</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,130.51286,No ratings,0,21</span> users found this comment helpful.
chantix,129.49309,No ratings,0,21</span> users found this comment helpful.
ethinyl estradiol / norethindrone,127.47817,No ratings,0,21</span> users found this comment helpful.
etonogestrel,314.20956,No ratings,0,"tuberculosis, latent"
varenicline,278.81488,No ratings,0,"tuberculosis, latent"
suprep bowel prep kit,255.95242,No ratings,0,"tuberculosis, latent"
isotretinoin,220.23537,No ratings,0,"tuberculosis, latent"
mirena,217.07771,No ratings,0,"tuberculosis, latent"
implanon,210.09433,No ratings,0,"tuberculosis, latent"
levonorgestrel,194.33496,No ratings,0,"tuberculosis, latent"
ethinyl estradiol / levonorgestrel,185.8434,No ratings,0,"tuberculosis, latent"
chantix,184.82365,No ratings,0,"tuberculosis, latent"
ethinyl estradiol / norethindrone,182.80873,No ratings,0,"tuberculosis, latent"
etonogestrel,343.08237,No ratings,0,seasonal affective disorde
varenicline,307.68768,No ratings,0,seasonal affective disorde
suprep bowel prep kit,284.8252,No ratings,0,seasonal affective disorde
isotretinoin,249.10814,No ratings,0,seasonal affective disorde
mirena,245.9505,No ratings,0,seasonal affective disorde
implanon,238.96712,No ratings,0,seasonal affective disorde
levonorgestrel,223.20775,No ratings,0,seasonal affective disorde
ethinyl estradiol / levonorgestrel,214.7162,No ratings,0,seasonal affective disorde
chantix,213.69644,No ratings,0,seasonal affective disorde
ethinyl estradiol / norethindrone,211.68152,No ratings,0,seasonal affective disorde
etonogestrel,324.50262,No ratings,0,osteolytic bone metastases of solid tumors
varenicline,289.10794,No ratings,0,osteolytic bone metastases of solid tumors
suprep bowel prep kit,266.24548,No ratings,0,osteolytic bone metastases of solid tumors
isotretinoin,230.52843,No ratings,0,osteolytic bone metastases of solid tumors
mirena,227.37077,No ratings,0,osteolytic bone metastases of solid tumors
implanon,220.38737,No ratings,0,osteolytic bone metastases of solid tumors
levonorgestrel,204.628,No ratings,0,osteolytic bone metastases of solid tumors
ethinyl estradiol / levonorgestrel,196.13646,No ratings,0,osteolytic bone metastases of solid tumors
chantix,195.11671,No ratings,0,osteolytic bone metastases of solid tumors
ethinyl estradiol / norethindrone,193.10179,No ratings,0,osteolytic bone metastases of solid tumors
etonogestrel,327.5608,No ratings,0,macular edema
varenicline,292.16608,No ratings,0,macular edema
suprep bowel prep kit,269.3036,No ratings,0,macular edema
isotretinoin,233.58656,No ratings,0,macular edema
mirena,230.4289,No ratings,0,macular edema
implanon,223.44553,No ratings,0,macular edema
levonorgestrel,207.68614,No ratings,0,macular edema
ethinyl estradiol / levonorgestrel,199.19463,No ratings,0,macular edema
chantix,198.17485,No ratings,0,macular edema
ethinyl estradiol / norethindrone,196.15993,No ratings,0,macular edema
etonogestrel,250.98795,No ratings,0,hidradenitis suppurativa
varenicline,215.59326,No ratings,0,hidradenitis suppurativa
suprep bowel prep kit,192.73076,No ratings,0,hidradenitis suppurativa
isotretinoin,157.01372,No ratings,0,hidradenitis suppurativa
mirena,153.85606,No ratings,0,hidradenitis suppurativa
implanon,146.87267,No ratings,0,hidradenitis suppurativa
levonorgestrel,131.1133,No ratings,0,hidradenitis suppurativa
ethinyl estradiol / levonorgestrel,122.62176,No ratings,0,hidradenitis suppurativa
chantix,121.602,No ratings,0,hidradenitis suppurativa
ethinyl estradiol / norethindrone,119.587074,No ratings,0,hidradenitis suppurativa
etonogestrel,315.3919,No ratings,0,mild cognitive impairment
varenicline,279.99722,No ratings,0,mild cognitive impairment
suprep bowel prep kit,257.13474,No ratings,0,mild cognitive impairment
isotretinoin,221.4177,No ratings,0,mild cognitive impairment
mirena,218.26006,No ratings,0,mild cognitive impairment
implanon,211.27666,No ratings,0,mild cognitive impairment
levonorgestrel,195.51729,No ratings,0,mild cognitive impairment
ethinyl estradiol / levonorgestrel,187.02574,No ratings,0,mild cognitive impairment
chantix,186.006,No ratings,0,mild cognitive impairment
ethinyl estradiol / norethindrone,183.99107,No ratings,0,mild cognitive impairment
etonogestrel,321.6966,No ratings,0,dietary fiber supplementation
varenicline,286.30194,No ratings,0,dietary fiber supplementation
suprep bowel prep kit,263.43942,No ratings,0,dietary fiber supplementation
isotretinoin,227.7224,No ratings,0,dietary fiber supplementation
mirena,224.56474,No ratings,0,dietary fiber supplementation
implanon,217.58136,No ratings,0,dietary fiber supplementation
levonorgestrel,201.82199,No ratings,0,dietary fiber supplementation
ethinyl estradiol / levonorgestrel,193.33043,No ratings,0,dietary fiber supplementation
chantix,192.3107,No ratings,0,dietary fiber supplementation
ethinyl estradiol / norethindrone,190.29576,No ratings,0,dietary fiber supplementation
etonogestrel,311.41592,No ratings,0,23</span> users found this comment helpful.
varenicline,276.02124,No ratings,0,23</span> users found this comment helpful.
suprep bowel prep kit,253.15878,No ratings,0,23</span> users found this comment helpful.
isotretinoin,217.44173,No ratings,0,23</span> users found this comment helpful.
mirena,214.28407,No ratings,0,23</span> users found this comment helpful.
implanon,207.30067,No ratings,0,23</span> users found this comment helpful.
levonorgestrel,191.5413,No ratings,0,23</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,183.04979,No ratings,0,23</span> users found this comment helpful.
chantix,182.03001,No ratings,0,23</span> users found this comment helpful.
ethinyl estradiol / norethindrone,180.01509,No ratings,0,23</span> users found this comment helpful.
etonogestrel,258.78992,No ratings,0,gastritis/duodenitis
varenicline,223.39525,No ratings,0,gastritis/duodenitis
suprep bowel prep kit,200.53276,No ratings,0,gastritis/duodenitis
isotretinoin,164.81572,No ratings,0,gastritis/duodenitis
mirena,161.65805,No ratings,0,gastritis/duodenitis
implanon,154.67467,No ratings,0,gastritis/duodenitis
levonorgestrel,138.9153,No ratings,0,gastritis/duodenitis
ethinyl estradiol / levonorgestrel,130.42375,No ratings,0,gastritis/duodenitis
chantix,129.404,No ratings,0,gastritis/duodenitis
ethinyl estradiol / norethindrone,127.38907,No ratings,0,gastritis/duodenitis
etonogestrel,307.4452,No ratings,0,aphthous ulce
varenicline,272.05054,No ratings,0,aphthous ulce
suprep bowel prep kit,249.18806,No ratings,0,aphthous ulce
isotretinoin,213.471,No ratings,0,aphthous ulce
mirena,210.31337,No ratings,0,aphthous ulce
implanon,203.32997,No ratings,0,aphthous ulce
levonorgestrel,187.5706,No ratings,0,aphthous ulce
ethinyl estradiol / levonorgestrel,179.07906,No ratings,0,aphthous ulce
chantix,178.05931,No ratings,0,aphthous ulce
ethinyl estradiol / norethindrone,176.04437,No ratings,0,aphthous ulce
etonogestrel,304.84937,No ratings,0,women (oxybutynin)
varenicline,269.45465,No ratings,0,women (oxybutynin)
suprep bowel prep kit,246.5922,No ratings,0,women (oxybutynin)
isotretinoin,210.87514,No ratings,0,women (oxybutynin)
mirena,207.7175,No ratings,0,women (oxybutynin)
implanon,200.7341,No ratings,0,women (oxybutynin)
levonorgestrel,184.97473,No ratings,0,women (oxybutynin)
ethinyl estradiol / levonorgestrel,176.48318,No ratings,0,women (oxybutynin)
chantix,175.46342,No ratings,0,women (oxybutynin)
ethinyl estradiol / norethindrone,173.4485,No ratings,0,women (oxybutynin)
etonogestrel,343.15564,No ratings,0,"melanoma, metastatic"
varenicline,307.76096,No ratings,0,"melanoma, metastatic"
suprep bowel prep kit,284.89844,No ratings,0,"melanoma, metastatic"
isotretinoin,249.18141,No ratings,0,"melanoma, metastatic"
mirena,246.02376,No ratings,0,"melanoma, metastatic"
implanon,239.04039,No ratings,0,"melanoma, metastatic"
levonorgestrel,223.281,No ratings,0,"melanoma, metastatic"
ethinyl estradiol / levonorgestrel,214.78947,No ratings,0,"melanoma, metastatic"
chantix,213.76971,No ratings,0,"melanoma, metastatic"
ethinyl estradiol / norethindrone,211.75479,No ratings,0,"melanoma, metastatic"
etonogestrel,300.87973,No ratings,0,lymphoma
varenicline,265.48502,No ratings,0,lymphoma
suprep bowel prep kit,242.62256,No ratings,0,lymphoma
isotretinoin,206.9055,No ratings,0,lymphoma
mirena,203.74785,No ratings,0,lymphoma
implanon,196.76447,No ratings,0,lymphoma
levonorgestrel,181.00508,No ratings,0,lymphoma
ethinyl estradiol / levonorgestrel,172.51355,No ratings,0,lymphoma
chantix,171.4938,No ratings,0,lymphoma
ethinyl estradiol / norethindrone,169.47887,No ratings,0,lymphoma
etonogestrel,346.05847,No ratings,0,ophthalmic surgery
varenicline,310.66382,No ratings,0,ophthalmic surgery
suprep bowel prep kit,287.80133,No ratings,0,ophthalmic surgery
isotretinoin,252.08427,No ratings,0,ophthalmic surgery
mirena,248.92664,No ratings,0,ophthalmic surgery
implanon,241.94325,No ratings,0,ophthalmic surgery
levonorgestrel,226.18388,No ratings,0,ophthalmic surgery
ethinyl estradiol / levonorgestrel,217.69234,No ratings,0,ophthalmic surgery
chantix,216.67258,No ratings,0,ophthalmic surgery
ethinyl estradiol / norethindrone,214.65767,No ratings,0,ophthalmic surgery
etonogestrel,353.90637,No ratings,0,rhinorrhea
varenicline,318.5117,No ratings,0,rhinorrhea
suprep bowel prep kit,295.64923,No ratings,0,rhinorrhea
isotretinoin,259.93213,No ratings,0,rhinorrhea
mirena,256.7745,No ratings,0,rhinorrhea
implanon,249.79112,No ratings,0,rhinorrhea
levonorgestrel,234.03175,No ratings,0,rhinorrhea
ethinyl estradiol / levonorgestrel,225.54022,No ratings,0,rhinorrhea
chantix,224.52046,No ratings,0,rhinorrhea
ethinyl estradiol / norethindrone,222.50554,No ratings,0,rhinorrhea
etonogestrel,323.86365,No ratings,0,adrenocortical insufficiency
varenicline,288.469,No ratings,0,adrenocortical insufficiency
suprep bowel prep kit,265.6065,No ratings,0,adrenocortical insufficiency
isotretinoin,229.88945,No ratings,0,adrenocortical insufficiency
mirena,226.7318,No ratings,0,adrenocortical insufficiency
implanon,219.74843,No ratings,0,adrenocortical insufficiency
levonorgestrel,203.98906,No ratings,0,adrenocortical insufficiency
ethinyl estradiol / levonorgestrel,195.49751,No ratings,0,adrenocortical insufficiency
chantix,194.47775,No ratings,0,adrenocortical insufficiency
ethinyl estradiol / norethindrone,192.46281,No ratings,0,adrenocortical insufficiency
etonogestrel,308.33395,No ratings,0,endometrial hyperplasia
varenicline,272.93927,No ratings,0,endometrial hyperplasia
suprep bowel prep kit,250.07681,No ratings,0,endometrial hyperplasia
isotretinoin,214.35974,No ratings,0,endometrial hyperplasia
mirena,211.2021,No ratings,0,endometrial hyperplasia
implanon,204.21872,No ratings,0,endometrial hyperplasia
levonorgestrel,188.45934,No ratings,0,endometrial hyperplasia
ethinyl estradiol / levonorgestrel,179.96782,No ratings,0,endometrial hyperplasia
chantix,178.94804,No ratings,0,endometrial hyperplasia
ethinyl estradiol / norethindrone,176.93312,No ratings,0,endometrial hyperplasia
etonogestrel,341.48016,No ratings,0,hypomagnesemia
varenicline,306.08548,No ratings,0,hypomagnesemia
suprep bowel prep kit,283.223,No ratings,0,hypomagnesemia
isotretinoin,247.50597,No ratings,0,hypomagnesemia
mirena,244.34831,No ratings,0,hypomagnesemia
implanon,237.36493,No ratings,0,hypomagnesemia
levonorgestrel,221.60555,No ratings,0,hypomagnesemia
ethinyl estradiol / levonorgestrel,213.114,No ratings,0,hypomagnesemia
chantix,212.09425,No ratings,0,hypomagnesemia
ethinyl estradiol / norethindrone,210.07933,No ratings,0,hypomagnesemia
etonogestrel,340.1277,No ratings,0,diabetic macular edema
varenicline,304.73297,No ratings,0,diabetic macular edema
suprep bowel prep kit,281.87048,No ratings,0,diabetic macular edema
isotretinoin,246.15346,No ratings,0,diabetic macular edema
mirena,242.9958,No ratings,0,diabetic macular edema
implanon,236.01244,No ratings,0,diabetic macular edema
levonorgestrel,220.25305,No ratings,0,diabetic macular edema
ethinyl estradiol / levonorgestrel,211.76152,No ratings,0,diabetic macular edema
chantix,210.74174,No ratings,0,diabetic macular edema
ethinyl estradiol / norethindrone,208.72682,No ratings,0,diabetic macular edema
etonogestrel,324.99524,No ratings,0,peritonitis
varenicline,289.60052,No ratings,0,peritonitis
suprep bowel prep kit,266.7381,No ratings,0,peritonitis
isotretinoin,231.02104,No ratings,0,peritonitis
mirena,227.86339,No ratings,0,peritonitis
implanon,220.87999,No ratings,0,peritonitis
levonorgestrel,205.12062,No ratings,0,peritonitis
ethinyl estradiol / levonorgestrel,196.62907,No ratings,0,peritonitis
chantix,195.60933,No ratings,0,peritonitis
ethinyl estradiol / norethindrone,193.5944,No ratings,0,peritonitis
etonogestrel,321.30765,No ratings,0,iritis
varenicline,285.91296,No ratings,0,iritis
suprep bowel prep kit,263.05048,No ratings,0,iritis
isotretinoin,227.33342,No ratings,0,iritis
mirena,224.17577,No ratings,0,iritis
implanon,217.1924,No ratings,0,iritis
levonorgestrel,201.43301,No ratings,0,iritis
ethinyl estradiol / levonorgestrel,192.94148,No ratings,0,iritis
chantix,191.9217,No ratings,0,iritis
ethinyl estradiol / norethindrone,189.9068,No ratings,0,iritis
etonogestrel,374.81445,No ratings,0,lipodystrophy
